Title,Contest ID,Problem ID,Difficulty,Tags
Moore's Law,630,B,N/A,math
Again Twenty Five!,630,A,N/A,number theory
Famil Door and Roads,629,E,N/A,"combinatorics, data structures, dfs and similar, dp, probabilities, trees"
Babaei and Birthday Cake,629,D,N/A,"data structures, dp"
Famil Door and Brackets,629,C,N/A,"dp, strings"
Far Relative’s Problem,629,B,N/A,brute force
Far Relative’s Birthday Cake,629,A,N/A,"brute force, combinatorics, constructive algorithms, implementation"
Bear and Fair Set,628,F,N/A,"flows, graphs"
Zbazi in Zeydabad,628,E,N/A,"data structures, implementation"
Magic Numbers,628,D,N/A,dp
Bear and String Distance,628,C,N/A,"greedy, strings"
New Skateboard,628,B,N/A,dp
Tennis Tournament,628,A,N/A,"implementation, math"
Island Puzzle,627,F,N/A,"dfs and similar, dsu, graphs, trees"
Orchestra,627,E,N/A,two pointers
Preorder Test,627,D,N/A,"binary search, dfs and similar, dp, graphs, greedy, trees"
Package Delivery,627,C,N/A,"data structures, divide and conquer, greedy"
Factory Repairs,627,B,N/A,data structures
XOR Equation,627,A,N/A,"dp, math"
Raffles,626,G,N/A,"data structures, dp, greedy, math"
Group Projects,626,F,N/A,dp
Simple Skewness,626,E,N/A,"binary search, math, ternary search"
Jerry's Protest,626,D,N/A,"brute force, combinatorics, dp, probabilities"
Block Towers,626,C,N/A,"brute force, greedy, math, number theory"
Cards,626,B,N/A,"constructive algorithms, dp, math"
Robot Sequence,626,A,N/A,"brute force, implementation"
Frog Fights,625,E,N/A,"data structures, greedy"
Finals in arithmetic,625,D,N/A,"constructive algorithms, implementation, math"
K-special Tables,625,C,N/A,"constructive algorithms, implementation"
War of the Corporations,625,B,N/A,"constructive algorithms, greedy, strings"
Guest From the Past,625,A,N/A,"implementation, math"
Making a String,624,B,N/A,"greedy, sortings"
Save Luke,624,A,N/A,math
Transforming Sequence,623,E,N/A,"combinatorics, dp, fft, math"
Birthday,623,D,N/A,"greedy, math, probabilities"
Electric Charges,623,C,N/A,"binary search, dp"
Array GCD,623,B,N/A,"dp, greedy, number theory"
Graph and String,623,A,N/A,"constructive algorithms, graphs"
The Sum of the k-th Powers,622,F,N/A,math
Ants in Leaves,622,E,N/A,"dfs and similar, greedy, sortings, trees"
Optimal Number Permutation,622,D,N/A,constructive algorithms
Not Equal on a Segment,622,C,N/A,"data structures, implementation"
The Time,622,B,N/A,implementation
Infinite Sequence,622,A,N/A,"implementation, math"
Wet Shark and Blocks,621,E,N/A,"dp, matrices"
Rat Kwesh and Cheese,621,D,N/A,"brute force, constructive algorithms, math"
Wet Shark and Flowers,621,C,N/A,"combinatorics, math, number theory, probabilities"
Wet Shark and Bishops,621,B,N/A,"combinatorics, implementation"
Wet Shark and Odd and Even,621,A,N/A,implementation
Xors on Segments,620,F,N/A,"data structures, strings, trees"
New Year Tree,620,E,N/A,"bitmasks, data structures, trees"
Professor GukiZ and Two Arrays,620,D,N/A,"binary search, two pointers"
Pearls in a Row,620,C,N/A,greedy
Grandfather Dovlet’s calculator,620,B,N/A,implementation
Professor GukiZ's Robot,620,A,N/A,"implementation, math"
Combining Slimes,618,G,N/A,"dp, math, matrices, probabilities"
Double Knapsack,618,F,N/A,"constructive algorithms, two pointers"
Robot Arm,618,E,N/A,"data structures, geometry"
Hamiltonian Spanning Tree,618,D,N/A,"dfs and similar, dp, graph matchings, greedy, trees"
Constellation,618,C,N/A,"geometry, implementation"
Guess the Permutation,618,B,N/A,constructive algorithms
Slime Combining,618,A,N/A,implementation
XOR and Favorite Number,617,E,N/A,data structures
Polyline,617,D,N/A,"constructive algorithms, implementation"
Watering Flowers,617,C,N/A,implementation
Chocolate,617,B,N/A,combinatorics
Elephant,617,A,N/A,math
Expensive Strings,616,F,N/A,"data structures, sortings, string suffix structures, strings"
Sum of Remainders,616,E,N/A,"implementation, math, number theory"
Longest k-Good Segment,616,D,N/A,"binary search, data structures, two pointers"
The Labyrinth,616,C,N/A,dfs and similar
Dinner with Emma,616,B,N/A,"games, greedy"
Comparing Two Long Integers,616,A,N/A,"implementation, strings"
Hexagons,615,E,N/A,"binary search, implementation, math"
Multipliers,615,D,N/A,"math, number theory"
Running Track,615,C,N/A,"dp, greedy, strings, trees"
Longtail Hedgehog,615,B,N/A,"dp, graphs"
Bulbs,615,A,N/A,implementation
Gena's Code,614,B,N/A,"implementation, math"
Link/Cut Tree,614,A,N/A,"brute force, implementation"
Puzzle Lover,613,E,N/A,"dp, hashing, strings"
Kingdom and its Cities,613,D,N/A,"dfs and similar, divide and conquer, dp, graphs, sortings, trees"
Necklace,613,C,N/A,"constructive algorithms, math"
Skills,613,B,N/A,"binary search, brute force, dp, greedy, sortings, two pointers"
Peter and Snow Blower,613,A,N/A,"binary search, geometry, ternary search"
Simba on the Circle,612,F,N/A,dp
Square Root of Permutation,612,E,N/A,"combinatorics, constructive algorithms, dfs and similar, graphs, math"
The Union of k-Segments,612,D,N/A,"greedy, sortings"
Replace To Make Regular Bracket Sequence,612,C,N/A,"data structures, expression parsing, math"
HDD is Outdated Technology,612,B,N/A,"implementation, math"
The Text Splitting,612,A,N/A,"brute force, implementation, strings"
New Year  and Forgotten Tree,611,H,N/A,"constructive algorithms, flows, graphs"
New Year and Cake,611,G,N/A,"geometry, two pointers"
New Year and Cleaning,611,F,N/A,"binary search, implementation"
New Year and Three Musketeers,611,E,N/A,"data structures, greedy, sortings"
New Year and Ancient Prophecy,611,D,N/A,"dp, hashing, strings"
New Year and Domino,611,C,N/A,"dp, implementation"
New Year and Old Property,611,B,N/A,"bitmasks, brute force, implementation"
New Year and Days,611,A,N/A,implementation
Alphabet Permutations,610,E,N/A,"data structures, strings"
Vika and Segments,610,D,N/A,"constructive algorithms, data structures, geometry, two pointers"
Harmony Analysis,610,C,N/A,constructive algorithms
Vika and Squares,610,B,N/A,"constructive algorithms, implementation"
Pasha and Stick,610,A,N/A,"combinatorics, math"
Frogs and mosquitoes,609,F,N/A,"data structures, greedy"
Minimum spanning tree for each edge,609,E,N/A,"data structures, dfs and similar, dsu, graphs, trees"
Gadgets for dollars and pounds,609,D,N/A,"binary search, greedy, two pointers"
Load Balancing,609,C,N/A,"implementation, math"
The Best Gift,609,B,N/A,"constructive algorithms, implementation"
USB Flash Drives,609,A,N/A,"greedy, implementation, sortings"
Hamming Distance Sum,608,B,N/A,"combinatorics, strings"
Saitama Destroys Hotel,608,A,N/A,"implementation, math"
Cross Sum,607,E,N/A,"binary search, geometry"
Power Tree,607,D,N/A,"data structures, trees"
Marbles,607,C,N/A,"hashing, strings"
Zuma,607,B,N/A,dp
Chain Reaction,607,A,N/A,"binary search, dp"
Testing Robots,606,B,N/A,implementation
Magic Spheres,606,A,N/A,implementation
Intergalaxy Trips,605,E,N/A,"probabilities, shortest paths"
Board Game,605,D,N/A,"data structures, dfs and similar"
Freelancer's Dreams,605,C,N/A,geometry
Lazy Student,605,B,N/A,"constructive algorithms, data structures, graphs"
Sorting Railway Cars,605,A,N/A,"constructive algorithms, greedy"
More Cowbell,604,B,N/A,"binary search, greedy"
Uncowed Forces,604,A,N/A,implementation
Pastoral Oddities,603,E,N/A,"data structures, divide and conquer, dsu, math, trees"
Ruminations on Ruminants,603,D,N/A,"geometry, math"
Lieges of Legendre,603,C,N/A,"games, math"
Moodular Arithmetic,603,B,N/A,"combinatorics, dfs and similar, dsu, math, number theory"
Alternative Thinking,603,A,N/A,"dp, greedy, math"
Approximating a Constant Range,602,B,N/A,"dp, implementation, two pointers"
Two Bases,602,A,N/A,"brute force, implementation"
A Museum Robbery,601,E,N/A,"data structures, dp"
Acyclic Organic Compounds,601,D,N/A,"data structures, dfs and similar, dsu, hashing, strings, trees"
Kleofáš and the n-thlon,601,C,N/A,"dp, math, probabilities"
Lipshitz Sequence,601,B,N/A,"data structures, math"
The Two Routes,601,A,N/A,"graphs, shortest paths"
Edge coloring of bipartite graph,600,F,N/A,graphs
Lomsat gelral,600,E,N/A,"data structures, dfs and similar, dsu, trees"
Area of Two Circles' Intersection,600,D,N/A,geometry
Make Palindrome,600,C,N/A,"constructive algorithms, greedy, strings"
Queries about less or equal elements,600,B,N/A,"binary search, data structures, sortings, two pointers"
Extract Numbers,600,A,N/A,"implementation, strings"
Sandy and Nuts,599,E,N/A,"bitmasks, dp, trees"
Spongebob and Squares,599,D,N/A,"brute force, math"
Day at the Beach,599,C,N/A,sortings
Spongebob and Joke,599,B,N/A,implementation
Patrick and Shopping,599,A,N/A,implementation
Cut Length,598,F,N/A,geometry
Chocolate Bar,598,E,N/A,"brute force, dp"
Igor In the Museum,598,D,N/A,"dfs and similar, graphs, shortest paths"
Nearest vectors,598,C,N/A,"geometry, sortings"
Queries on a String,598,B,N/A,"implementation, strings"
Tricky Sum,598,A,N/A,math
Subsequences,597,C,N/A,"data structures, dp"
Restaurant,597,B,N/A,"dp, greedy, sortings"
Divisibility,597,A,N/A,math
Wilbur and Strings,596,E,N/A,"dfs and similar, dp, graphs, strings"
Wilbur and Trees,596,D,N/A,"dp, math, probabilities, sortings"
Wilbur and Points,596,C,N/A,"combinatorics, greedy, sortings"
Wilbur and Array,596,B,N/A,"greedy, implementation"
Wilbur and Swimming Pool,596,A,N/A,"geometry, implementation"
Pasha and Phone,595,B,N/A,"binary search, math"
Vitaly and Night,595,A,N/A,"constructive algorithms, implementation"
Cutting the Line,594,E,N/A,"string suffix structures, strings"
REQ,594,D,N/A,"data structures, number theory"
Edo and Magnets,594,C,N/A,"brute force, greedy, implementation, two pointers"
Max and Bike,594,B,N/A,"binary search, geometry"
Warrior and Archer,594,A,N/A,games
Strange Calculation and Cats,593,E,N/A,"dp, matrices"
Happy Tree Party,593,D,N/A,"data structures, dfs and similar, graphs, math, trees"
Beautiful Function,593,C,N/A,"constructive algorithms, math"
Anton and Lines,593,B,N/A,"geometry, sortings"
2Char,593,A,N/A,"brute force, implementation"
BCPC,592,E,N/A,"binary search, geometry, two pointers"
Super M,592,D,N/A,"dfs and similar, dp, graphs, trees"
The Big Race,592,C,N/A,math
The Monster and the Squirrel,592,B,N/A,math
PawnChess,592,A,N/A,implementation
Rebranding,591,B,N/A,"implementation, strings"
Wizards' Duel,591,A,N/A,"implementation, math"
Birthday,590,E,N/A,"graph matchings, strings"
Top Secret Task,590,D,N/A,dp
Three States,590,C,N/A,"dfs and similar, graphs, shortest paths"
Chip 'n Dale Rescue Rangers,590,B,N/A,"binary search, geometry, math"
Median Smoothing,590,A,N/A,implementation
Duff in Love,588,B,N/A,math
Duff and Meat,588,A,N/A,greedy
Duff is Mad,587,F,N/A,"data structures, strings"
Duff as a Queen,587,E,N/A,data structures
Duff in Mafia,587,D,N/A,"2-sat, binary search"
Duff in the Army,587,C,N/A,"data structures, trees"
Duff in Beach,587,B,N/A,dp
Duff and Weight Lifting,587,A,N/A,greedy
Laurenty and Shop,586,B,N/A,implementation
Alena's Schedule,586,A,N/A,implementation
Digits of Number Pi,585,F,N/A,"dp, implementation, strings"
Present for Vitalik the Philatelist ,585,E,N/A,"combinatorics, math, number theory"
Lizard Era: Beginning,585,D,N/A,meet-in-the-middle
"Alice, Bob, Oranges and Apples",585,C,N/A,number theory
Phillip and Trains,585,B,N/A,"dfs and similar, graphs, shortest paths"
Gennady the Dentist,585,A,N/A,"brute force, implementation"
Anton and Ira,584,E,N/A,"constructive algorithms, greedy, math"
Dima and Lisa,584,D,N/A,"brute force, math, number theory"
Marina and Vasya,584,C,N/A,"constructive algorithms, greedy, strings"
Kolya and Tanya ,584,B,N/A,combinatorics
Olesya and Rodion,584,A,N/A,math
Robot's Task,583,B,N/A,"greedy, implementation"
Asphalting Roads,583,A,N/A,implementation
Boolean Function,582,E,N/A,"bitmasks, dp, expression parsing"
Number of Binominal Coefficients,582,D,N/A,"dp, math, number theory"
Superior Periodic Subarrays,582,C,N/A,number theory
Once Again...,582,B,N/A,"constructive algorithms, dp, matrices"
GCD Table,582,A,N/A,"constructive algorithms, greedy, number theory"
Zublicanes and Mumocrates,581,F,N/A,"dp, trees, two pointers"
Kojiro and Furrari,581,E,N/A,"dp, greedy"
Three Logos,581,D,N/A,"bitmasks, brute force, constructive algorithms, geometry, implementation, math"
Developing Skills,581,C,N/A,"implementation, math, sortings"
Luxurious Houses,581,B,N/A,"implementation, math"
Vasya the Hipster,581,A,N/A,"implementation, math"
Kefa and Watch,580,E,N/A,"data structures, hashing, strings"
Kefa and Dishes,580,D,N/A,"bitmasks, dp"
Kefa and Park,580,C,N/A,"dfs and similar, graphs, trees"
Kefa and Company,580,B,N/A,"binary search, sortings, two pointers"
Kefa and First Steps,580,A,N/A,"brute force, dp, implementation"
Finding Team Member,579,B,N/A,"brute force, implementation, sortings"
Raising Bacteria,579,A,N/A,bitmasks
Mirror Box,578,F,N/A,"matrices, trees"
Walking!,578,E,N/A,"constructive algorithms, greedy"
LCS Again,578,D,N/A,"dp, greedy"
Weakness and Poorness,578,C,N/A,ternary search
"""Or"" Game",578,B,N/A,"brute force, greedy"
A Problem about Polyline,578,A,N/A,"geometry, math"
Modulo Sum,577,B,N/A,"combinatorics, data structures, dp, two pointers"
Multiplication Table,577,A,N/A,"implementation, number theory"
Painting Edges,576,E,N/A,"binary search, data structures"
Flights for Regular Customers,576,D,N/A,"dp, matrices"
Points on Plane,576,C,N/A,"constructive algorithms, divide and conquer, geometry, greedy, sortings"
Invariance of Tree,576,B,N/A,"constructive algorithms, dfs and similar, greedy, trees"
Vasya and Petya's Game,576,A,N/A,"math, number theory"
Robots protection,575,I,N/A,data structures
Bots,575,H,N/A,"combinatorics, dp, math, number theory"
Run for beer,575,G,N/A,"dfs and similar, shortest paths"
Bulbo,575,F,N/A,"dp, greedy"
Spectator Riots,575,E,N/A,geometry
Tablecity,575,D,N/A,"constructive algorithms, implementation"
Party,575,C,N/A,"bitmasks, brute force, graph matchings"
Bribes,575,B,N/A,"dfs and similar, graphs, trees"
Fibonotci,575,A,N/A,"data structures, math, matrices"
Bear and Three Musketeers,574,B,N/A,"brute force, dfs and similar, graphs, hashing"
Bear and Elections,574,A,N/A,"greedy, implementation"
Bear and Bowling,573,E,N/A,"data structures, greedy"
Bear and Cavalry,573,D,N/A,"data structures, divide and conquer, dp"
Bear and Drawing,573,C,N/A,"constructive algorithms, dfs and similar, trees"
Bear and Blocks,573,B,N/A,"binary search, data structures, dp, math"
Bear and Poker,573,A,N/A,"implementation, math, number theory"
Order Book,572,B,N/A,"data structures, greedy, implementation, sortings"
Arrays,572,A,N/A,sortings
Geometric Progressions,571,E,N/A,math
Campus,571,D,N/A,"binary search, data structures, dsu, trees"
CNF 2,571,C,N/A,"constructive algorithms, dfs and similar, graphs, greedy"
Minimization,571,B,N/A,"dp, greedy, sortings"
Lengthening Sticks,571,A,N/A,"combinatorics, implementation, math"
Pig and Palindromes,570,E,N/A,"combinatorics, dp"
Tree Requests,570,D,N/A,"binary search, bitmasks, constructive algorithms, dfs and similar, graphs, trees"
Replacement,570,C,N/A,"constructive algorithms, data structures, implementation"
Simple Game,570,B,N/A,"constructive algorithms, games, greedy, implementation, math"
Elections,570,A,N/A,implementation
Inventory,569,B,N/A,"greedy, math"
Music,569,A,N/A,"implementation, math"
Longest Increasing Subsequence,568,E,N/A,"data structures, dp"
Sign Posts,568,D,N/A,"brute force, geometry, math"
New Language,568,C,N/A,"2-sat, greedy"
Symmetric and Transitive,568,B,N/A,"combinatorics, dp, math"
Primes or Palindromes?,568,A,N/A,"brute force, implementation, math, number theory"
Mausoleum,567,F,N/A,dp
President and Roads,567,E,N/A,"dfs and similar, graphs, hashing, shortest paths"
One-Dimensional Battle Ships,567,D,N/A,"binary search, data structures, greedy, sortings"
Geometric Progression,567,C,N/A,"binary search, data structures, dp"
Berland National Library,567,B,N/A,implementation
Lineland Mail,567,A,N/A,"greedy, implementation"
Max and Min,566,G,N/A,geometry
Clique in the Divisibility Graph,566,F,N/A,"dp, math, number theory"
Restoring Map,566,E,N/A,"bitmasks, constructive algorithms, trees"
Restructuring Company,566,D,N/A,"data structures, dsu"
Logistical Questions,566,C,N/A,"dfs and similar, divide and conquer, trees"
Replicating Processes,566,B,N/A,"constructive algorithms, greedy"
Matching Names,566,A,N/A,"dfs and similar, strings, trees"
Gerald is into Art,560,B,N/A,"constructive algorithms, implementation"
Currency System in Geraldion,560,A,N/A,"implementation, sortings"
Gerald and Path,559,E,N/A,"dp, sortings"
Randomizer,559,D,N/A,"combinatorics, geometry, probabilities"
Gerald and Giant Chess,559,C,N/A,"combinatorics, dp, math, number theory"
Equivalent Strings,559,B,N/A,"divide and conquer, hashing, sortings, strings"
Gerald's Hexagon,559,A,N/A,"brute force, geometry, math"
A Simple Task,558,E,N/A,"data structures, sortings, strings"
Guess Your Way Out! II,558,D,N/A,"data structures, implementation, sortings"
Amr and Chemistry,558,C,N/A,"brute force, graphs, greedy, math, shortest paths"
Amr and The Large Array,558,B,N/A,implementation
Lala Land and Apple Trees,558,A,N/A,"brute force, implementation, sortings"
Ann and Half-Palindrome,557,E,N/A,"data structures, dp, graphs, string suffix structures, strings, trees"
Vitaly and Cycle,557,D,N/A,"combinatorics, dfs and similar, graphs, math"
Arthur and Table,557,C,N/A,"brute force, data structures, dp, greedy, math, sortings"
Pasha and Tea,557,B,N/A,"constructive algorithms, implementation, math, sortings"
Ilya and Diplomas,557,A,N/A,"greedy, implementation, math"
Case of Fake Numbers,556,B,N/A,"brute force, implementation"
Case of the Zeros and Ones,556,A,N/A,greedy
Case of Computer Network,555,E,N/A,"dfs and similar, graphs, trees"
Case of a Top Secret,555,D,N/A,"binary search, implementation, math"
Case of Chocolate,555,C,N/A,data structures
Case of Fugitive,555,B,N/A,"data structures, greedy, sortings"
Case of Matryoshkas,555,A,N/A,implementation
Ohana Cleans Up,554,B,N/A,"brute force, greedy, strings"
Kyoya and Photobooks,554,A,N/A,"brute force, math, strings"
Kyoya and Train,553,E,N/A,"dp, fft, graphs, math, probabilities"
Nudist Beach,553,D,N/A,"binary search, graphs, greedy"
Love Triangles,553,C,N/A,"dfs and similar, dsu, graphs"
Kyoya and Permutation,553,B,N/A,"binary search, combinatorics, constructive algorithms, greedy, implementation, math"
Kyoya and Colored Balls,553,A,N/A,"combinatorics, dp, math"
Vanya and Brackets,552,E,N/A,"brute force, dp, expression parsing, greedy, implementation, strings"
Vanya and Triangles,552,D,N/A,"brute force, combinatorics, data structures, geometry, math, sortings"
Vanya and Scales,552,C,N/A,"brute force, dp, greedy, math, meet-in-the-middle, number theory"
Vanya and Books,552,B,N/A,"implementation, math"
Vanya and Table,552,A,N/A,"implementation, math"
GukiZ and GukiZiana,551,E,N/A,"binary search, data structures, implementation"
GukiZ and Binary Operations,551,D,N/A,"combinatorics, implementation, math, matrices, number theory"
GukiZ hates Boxes,551,C,N/A,"binary search, greedy"
ZgukistringZ,551,B,N/A,"brute force, constructive algorithms, implementation, strings"
GukiZ and Contest,551,A,N/A,"brute force, implementation, sortings"
Brackets in Implications,550,E,N/A,"constructive algorithms, greedy, implementation, math"
Regular Bridge,550,D,N/A,"constructive algorithms, graphs, implementation"
Divisibility by Eight,550,C,N/A,"brute force, dp, math"
Preparing Olympiad,550,B,N/A,"bitmasks, brute force"
Two Substrings,550,A,N/A,"brute force, dp, greedy, implementation, strings"
Degenerate Matrix,549,H,N/A,"binary search, math"
Happy Line,549,G,N/A,"constructive algorithms, greedy, sortings"
Yura and Developers,549,F,N/A,"data structures, divide and conquer"
Sasha Circle,549,E,N/A,"geometry, math"
Haar Features,549,D,N/A,"greedy, implementation"
The Game Of Parity,549,C,N/A,games
Looksery Party,549,B,N/A,"constructive algorithms, dfs and similar, graphs, greedy"
Face Detection,549,A,N/A,"implementation, strings"
Mike and Fun,548,B,N/A,"brute force, dp, greedy, implementation"
Mike and Fax,548,A,N/A,"brute force, implementation, strings"
Mike and Friends,547,E,N/A,"data structures, string suffix structures, strings, trees"
Mike and Fish,547,D,N/A,"constructive algorithms, dfs and similar, graphs"
Mike and Foam,547,C,N/A,"bitmasks, combinatorics, dp, math, number theory"
Mike and Feet,547,B,N/A,"binary search, data structures, dp, dsu"
Mike and Frog,547,A,N/A,"brute force, greedy, implementation, math"
Soldier and Traveling,546,E,N/A,"flows, graphs, math"
Soldier and Number Game,546,D,N/A,"constructive algorithms, dp, math, number theory"
Soldier and Cards,546,C,N/A,"brute force, dfs and similar, games"
Soldier and Badges,546,B,N/A,"brute force, greedy, implementation, sortings"
Soldier and Bananas,546,A,N/A,"brute force, implementation, math"
Paths and Trees,545,E,N/A,"graphs, greedy, shortest paths"
Queue,545,D,N/A,"greedy, implementation, sortings"
Woodcutters,545,C,N/A,"dp, greedy"
Equidistant String,545,B,N/A,greedy
Toy Cars,545,A,N/A,implementation
Sea and Islands,544,B,N/A,"constructive algorithms, implementation"
Set of Strings,544,A,N/A,"implementation, strings"
Listening to Music,543,E,N/A,"constructive algorithms, data structures"
Road Improvement,543,D,N/A,"dp, trees"
Remembering Strings,543,C,N/A,"bitmasks, dp"
Destroying Roads,543,B,N/A,"constructive algorithms, graphs, shortest paths"
Writing Code,543,A,N/A,dp
Quest,542,F,N/A,"dp, greedy"
Playing on Graph,542,E,N/A,"graphs, shortest paths"
Superhero's Job,542,D,N/A,"dfs and similar, dp, hashing, math, number theory"
Idempotent functions,542,C,N/A,"constructive algorithms, graphs, math"
Duck Hunt,542,B,N/A,data structures
Place Your Ad Here,542,A,N/A,"data structures, sortings"
Infinite Inversions,540,E,N/A,"binary search, data structures, implementation, sortings, trees"
Bad Luck Island,540,D,N/A,"dp, probabilities"
Ice Cave,540,C,N/A,dfs and similar
School Marks,540,B,N/A,"greedy, implementation"
Combination Lock,540,A,N/A,implementation
Summer Dichotomy,538,H,N/A,"2-sat, data structures, dfs and similar, greedy"
Berserk Robot ,538,G,N/A,"constructive algorithms, math, sortings"
A Heap of Heaps,538,F,N/A,"brute force, data structures, math, sortings"
Demiurges Play Again,538,E,N/A,"dfs and similar, dp, math, trees"
Weird Chess,538,D,N/A,"brute force, constructive algorithms, implementation"
Tourist's Notes,538,C,N/A,"binary search, brute force, greedy, implementation, math"
Quasi Binary,538,B,N/A,"constructive algorithms, dp, greedy, implementation"
Cutting Banner,538,A,N/A,"brute force, implementation"
Tavas on the Path,536,E,N/A,"data structures, divide and conquer, trees"
Tavas in Kansas,536,D,N/A,"dp, games"
Tavas and Pashmaks,535,E,N/A,"geometry, math"
Tavas and Malekas,535,D,N/A,"greedy, hashing, string suffix structures, strings"
Tavas and Karafs,535,C,N/A,"binary search, greedy, math"
Tavas and SaDDas,535,B,N/A,"bitmasks, brute force, combinatorics, implementation"
Tavas and Nafas,535,A,N/A,"brute force, implementation"
Simplified Nonogram,534,F,N/A,"bitmasks, dp, hashing, meet-in-the-middle"
Berland Local Positioning System,534,E,N/A,"constructive algorithms, greedy, hashing, implementation"
Handshakes,534,D,N/A,"binary search, constructive algorithms, data structures, greedy"
Polycarpus' Dice,534,C,N/A,math
Covered Path,534,B,N/A,"dp, greedy, math"
Exam,534,A,N/A,"constructive algorithms, implementation, math"
Encoding,533,F,N/A,"hashing, string suffix structures, strings"
Correcting Mistakes,533,E,N/A,"constructive algorithms, dp, greedy, hashing, strings, two pointers"
Landmarks,533,D,N/A,"data structures, dp"
Board Game,533,C,N/A,"games, greedy, implementation, math"
Work Group,533,B,N/A,"dfs and similar, dp, graphs, strings, trees"
Berland Miners,533,A,N/A,"binary search, data structures, dfs and similar, greedy, trees"
Different variables,530,I,N/A,*special
Points in triangle,530,H,N/A,"*special, geometry"
Levenshtein distance,530,G,N/A,*special
Jumping frogs,530,F,N/A,*special
Sum and product,530,E,N/A,*special
Set subtraction,530,D,N/A,*special
Diophantine equation,530,C,N/A,*special
String inside out,530,B,N/A,*special
Quadratic equation,530,A,N/A,*special
Group Photo 2 (online mirror version),529,B,N/A,"brute force, greedy, sortings"
Triangles 3000,528,E,N/A,"geometry, sortings"
Fuzzy Search,528,D,N/A,"bitmasks, brute force, fft"
Data Center Drama,527,E,N/A,"dfs and similar, graphs"
Clique Problem,527,D,N/A,"data structures, dp, greedy, implementation, sortings"
Glass Carving,527,C,N/A,"binary search, data structures, implementation"
Error Correct System,527,B,N/A,greedy
Playing with Paper,527,A,N/A,"implementation, math"
Spiders Evil Plan,526,G,N/A,"greedy, trees"
Pudding Monsters,526,F,N/A,"data structures, divide and conquer"
Transmitting Levels,526,E,N/A,"dp, implementation"
Om Nom and Necklace,526,D,N/A,"hashing, string suffix structures, strings"
Om Nom and Candies,526,C,N/A,"brute force, greedy, math"
Om Nom and Dark Park,526,B,N/A,"dfs and similar, greedy, implementation"
King of Thieves,526,A,N/A,"brute force, implementation"
Anya and Cubes,525,E,N/A,"binary search, bitmasks, brute force, dp, math, meet-in-the-middle"
Arthur and Walls,525,D,N/A,"constructive algorithms, data structures, graphs, greedy, shortest paths"
Ilya and Sticks,525,C,N/A,"greedy, math, sortings"
Pasha and String,525,B,N/A,"constructive algorithms, greedy, math, strings"
Vitaliy and Pie,525,A,N/A,"greedy, hashing, strings"
And Yet Another Bracket Sequence,524,F,N/A,"data structures, greedy, hashing, string suffix structures, strings"
Rooks and Rectangles,524,E,N/A,"data structures, sortings"
Social Network,524,D,N/A,"greedy, two pointers"
The Art of Dealing with ATM,524,C,N/A,"binary search, sortings"
Фото на память - 2 (round version),524,B,N/A,"dp, greedy"
"Возможно, вы знаете этих людей?",524,A,N/A,implementation
Statistics of Recompressing Videos,523,D,N/A,"*special, data structures, implementation"
Name Quest,523,C,N/A,"*special, greedy"
Mean Requests,523,B,N/A,"*special, implementation"
"Rotate, Flip and Zoom",523,A,N/A,"*special, implementation"
Closest Equals,522,D,N/A,"*special, data structures"
Chicken or Fish?,522,C,N/A,greedy
Photo to Remember,522,B,N/A,"*special, data structures, dp, implementation"
Reposts,522,A,N/A,"*special, dfs and similar, dp, graphs, trees"
Cycling City,521,E,N/A,"dfs and similar, graphs"
Shop,521,D,N/A,greedy
Pluses everywhere,520,E,N/A,"combinatorics, dp, math, number theory"
Cubes,520,D,N/A,"games, greedy, implementation"
DNA Alignment,520,C,N/A,"math, strings"
Two Buttons,520,B,N/A,"dfs and similar, graphs, greedy, implementation, math, shortest paths"
Pangram,520,A,N/A,"implementation, strings"
A and B and Lecture Rooms,519,E,N/A,"binary search, data structures, dfs and similar, dp, trees"
A and B and Interesting Substrings,519,D,N/A,"data structures, dp, two pointers"
A and B and Team Training,519,C,N/A,"greedy, implementation, math, number theory"
A and B and Compilation Errors,519,B,N/A,"data structures, implementation, sortings"
A and B and Chess,519,A,N/A,implementation
Pasha and Pipe,518,F,N/A,"binary search, brute force, combinatorics, dp, implementation"
Arthur and Questions,518,E,N/A,"greedy, implementation, math, ternary search"
Ilya and Escalator,518,D,N/A,"combinatorics, dp, math, probabilities"
Anya and Smartphone,518,C,N/A,"constructive algorithms, data structures, implementation"
Tanya and Postcard,518,B,N/A,"greedy, implementation, strings"
Vitaly and Strings,518,A,N/A,"constructive algorithms, strings"
Drazil and His Happy Friends,516,E,N/A,"math, number theory"
Drazil and Morning Exercise,516,D,N/A,"dfs and similar, dp, dsu, trees, two pointers"
Drazil and Park,515,E,N/A,data structures
Drazil and Tiles,515,D,N/A,"constructive algorithms, greedy"
Drazil and Factorial,515,C,N/A,"greedy, math, sortings"
Drazil and His Happy Friends,515,B,N/A,"brute force, dsu, meet-in-the-middle, number theory"
Drazil and Date,515,A,N/A,math
Darth Vader and Tree,514,E,N/A,"dp, matrices"
R2D2 and Droid Army,514,D,N/A,"binary search, data structures, two pointers"
Watto and Mechanism,514,C,N/A,"binary search, data structures, hashing, string suffix structures, strings"
Han Solo and Lazer Gun,514,B,N/A,"brute force, data structures, geometry, implementation, math"
Chewbaсca and Number,514,A,N/A,"greedy, implementation"
